screen_id,gate_r2_logsize,n_sets_used,has_scores,before_rho2,before_r2_linear,source_id,C1_hypergeom_rho2,C1_hypergeom_top10,C1_hypergeom_r2_linear,C2_perm_z_rho2,C2_perm_z_top10,C2_perm_z_r2_linear,C3_camera_rho0_rho2,C3_camera_rho0_top10,C3_camera_rho0_r2_linear,C4_vif_rho01_rho2,C4_vif_rho01_top10,C4_vif_rho01_r2_linear,C4_vif_rho05_rho2,C4_vif_rho05_top10,C4_vif_rho05_r2_linear,C5_residual_rho2,C5_residual_top10,C5_residual_r2_linear
261,0.2276,50,True,0.1362,0.1959,29083409,0.1072,9,0.0248,0.1177,9,0.0006,0.1342,9,0.0624,0.0654,9,0.0356,0.0279,9,0.0192,0.0212,9,0.0
262,0.2084,50,True,0.1036,0.1799,29083409,0.0841,9,0.0313,0.0992,9,0.0043,0.1407,9,0.0754,0.0624,9,0.0428,0.0281,9,0.0224,0.0217,9,0.0
263,0.2155,50,True,0.1146,0.1836,29083409,0.1139,9,0.0266,0.1464,9,0.0003,0.1547,9,0.0701,0.0856,9,0.0415,0.0451,9,0.0236,0.0164,9,0.0
264,0.2434,50,True,0.1216,0.2169,29083409,0.0887,9,0.0305,0.1079,9,0.0019,0.1732,9,0.0685,0.0817,9,0.0385,0.0271,9,0.0202,0.0199,9,0.0
265,0.2502,50,True,0.1276,0.2171,29083409,0.099,9,0.0348,0.1193,9,0.0051,0.0841,9,0.0666,0.0417,9,0.0434,0.019,9,0.0277,0.0197,8,0.0
266,0.2407,50,True,0.1154,0.2073,29083409,0.0636,9,0.0296,0.0805,9,0.0023,0.1225,9,0.0627,0.0559,9,0.0339,0.0071,9,0.0168,0.0141,9,0.0
267,0.2817,50,True,0.1098,0.2335,29083409,0.0349,9,0.0387,0.0641,9,0.0095,0.1123,9,0.0681,0.0443,9,0.0372,0.0119,9,0.0184,0.0225,9,0.0
268,0.2325,50,True,0.0975,0.1915,29083409,0.0546,9,0.0244,0.0819,9,0.0012,0.1255,9,0.0625,0.0553,9,0.0365,0.0225,9,0.0205,0.0151,9,0.0
269,0.2054,50,True,0.0962,0.1772,29083409,0.1004,9,0.0283,0.1218,9,0.0008,0.1643,9,0.0674,0.0893,9,0.0384,0.0404,9,0.0208,0.0158,9,0.0
27,0.3187,50,True,0.1655,0.2805,26627737,0.0767,8,0.0143,0.0919,8,0.0,0.0878,8,0.0254,0.0211,8,0.0061,0.0008,8,0.0003,0.0189,7,0.0
270,0.2252,50,True,0.0981,0.1855,29083409,0.0481,9,0.0269,0.1093,9,0.0002,0.1303,9,0.062,0.0538,9,0.032,0.0138,9,0.0146,0.0309,9,0.0
271,0.2024,50,True,0.0713,0.1624,29083409,0.0732,9,0.0317,0.1194,9,0.0013,0.1948,9,0.0749,0.1177,9,0.0427,0.0389,9,0.0232,0.0189,9,0.0
272,0.2427,50,True,0.0791,0.1895,29083409,0.0896,9,0.0296,0.1044,9,0.0008,0.1833,9,0.0824,0.1088,9,0.0487,0.0585,9,0.0277,0.0257,8,0.0
273,0.2497,50,True,0.0988,0.2165,29083409,0.069,10,0.03,0.0833,10,0.0026,0.1405,9,0.0639,0.0482,9,0.0326,0.0137,9,0.0146,0.0253,9,0.0
274,0.2063,50,True,0.1103,0.1789,29083409,0.0512,9,0.0329,0.0856,9,0.0059,0.1598,9,0.0788,0.0906,9,0.0503,0.0458,9,0.0315,0.0217,9,0.0
275,0.2511,50,True,0.0974,0.2122,29083409,0.0616,9,0.028,0.1063,9,0.0015,0.1268,9,0.067,0.0567,9,0.0364,0.0282,9,0.0181,0.0248,9,0.0
276,0.2117,50,True,0.0856,0.1833,29083409,0.0704,9,0.0256,0.1168,9,0.001,0.1848,9,0.0777,0.1095,9,0.0458,0.0574,9,0.0257,0.0171,9,0.0
277,0.2433,50,True,0.0885,0.2035,29083409,0.1036,9,0.0307,0.1263,9,0.0009,0.122,9,0.0695,0.061,9,0.0394,0.0224,9,0.0211,0.02,9,0.0
278,0.2162,50,True,0.1275,0.187,29083409,0.09,9,0.0235,0.1067,9,0.0001,0.1402,9,0.0656,0.0745,9,0.0369,0.0349,9,0.0194,0.0111,9,0.0
279,0.2454,50,True,0.1249,0.2033,29083409,0.0422,9,0.0338,0.0989,9,0.0056,0.0361,9,0.054,0.0148,9,0.0325,0.0052,9,0.0186,0.0235,8,0.0
28,0.2245,50,True,0.1158,0.1884,26627737,0.174,9,0.0083,0.1966,9,0.0024,0.1035,9,0.0262,0.0644,8,0.0071,0.0102,7,0.0006,0.028,9,0.0
280,0.1641,50,True,0.1068,0.1412,29083409,0.0925,9,0.0282,0.1028,9,0.0009,0.1028,9,0.0634,0.0397,9,0.0307,0.0051,9,0.0121,0.0094,9,0.0
281,0.24,50,True,0.1027,0.2002,29083409,0.0912,9,0.0305,0.1082,9,0.0013,0.1681,9,0.073,0.0894,9,0.0409,0.048,9,0.0215,0.0237,9,0.0
282,0.2295,50,True,0.1028,0.1949,29083409,0.0255,10,0.0301,0.06,9,0.0048,0.0338,9,0.0532,0.0125,9,0.0303,0.001,9,0.0162,0.0247,9,0.0
283,0.2424,50,True,0.1213,0.2069,29083409,0.0795,9,0.0283,0.0923,9,0.0021,0.1164,9,0.0634,0.0455,9,0.0355,0.0159,9,0.0186,0.0153,9,0.0
284,0.2169,50,True,0.1143,0.1779,29083409,0.06,9,0.0219,0.1007,9,0.0005,0.1233,9,0.0605,0.0528,9,0.0334,0.0197,9,0.0171,0.0191,9,0.0
285,0.2724,50,True,0.1259,0.2301,29083409,0.093,9,0.0325,0.1151,9,0.0025,0.1412,9,0.064,0.0528,9,0.0351,0.0202,9,0.0177,0.0236,8,0.0
286,0.2203,50,True,0.1294,0.1823,29083409,0.0655,8,0.0272,0.0949,8,0.0011,0.1121,9,0.0664,0.0385,9,0.039,0.0114,9,0.0215,0.0141,8,0.0
287,0.2308,50,True,0.1016,0.1913,29083409,0.1069,9,0.0286,0.1233,9,0.0008,0.0917,9,0.0617,0.038,9,0.0357,0.009,9,0.0196,0.0196,9,0.0
288,0.2378,50,True,0.1103,0.2071,29083409,0.0459,9,0.024,0.0886,9,0.0024,0.1152,9,0.0631,0.0555,9,0.0346,0.0228,9,0.0176,0.015,9,0.0
289,0.1734,50,True,0.1194,0.143,29083409,0.1063,9,0.0231,0.1338,9,0.0,0.1338,9,0.0551,0.0566,9,0.0295,0.015,9,0.0142,0.012,9,0.0
29,0.2256,50,True,0.0994,0.1906,26627737,0.1083,10,0.0103,0.137,10,0.0003,0.1483,8,0.0411,0.045,8,0.013,0.0115,8,0.002,0.0214,9,0.0
290,0.2476,50,True,0.1635,0.2116,29083409,0.1123,9,0.0248,0.1419,9,0.0008,0.1437,9,0.0609,0.0732,9,0.0345,0.0432,9,0.0185,0.025,9,0.0
291,0.1759,50,True,0.1031,0.1528,29083409,0.1228,9,0.0261,0.1333,9,0.0001,0.1868,9,0.0677,0.1111,9,0.0378,0.0513,9,0.02,0.012,9,0.0
292,0.2666,50,True,0.1018,0.2226,29083409,0.0772,9,0.0369,0.1012,9,0.0038,0.1432,9,0.0775,0.0694,9,0.0443,0.0246,9,0.0236,0.0216,9,0.0
293,0.2326,50,True,0.1107,0.19,29083409,0.095,9,0.0223,0.1289,9,0.001,0.1624,9,0.063,0.0749,9,0.0305,0.0301,8,0.012,0.016,9,0.0
294,0.2644,50,True,0.1071,0.2223,29083409,0.0493,9,0.0319,0.0899,9,0.004,0.1557,9,0.0701,0.0721,9,0.041,0.0251,9,0.0222,0.0229,9,0.0
295,0.2679,50,True,0.1307,0.2286,29083409,0.0438,9,0.0287,0.0847,9,0.0027,0.1135,9,0.0666,0.0353,9,0.0359,0.0076,9,0.0175,0.0152,9,0.0
296,0.2191,50,True,0.1011,0.1808,29083409,0.0605,10,0.0288,0.1107,10,0.0013,0.1399,9,0.0726,0.071,9,0.0448,0.0363,9,0.0269,0.0218,9,-0.0
297,0.2331,50,True,0.118,0.1982,29083409,0.091,9,0.0303,0.1123,9,0.0012,0.1563,9,0.0665,0.0588,9,0.0358,0.02,9,0.0174,0.018,9,0.0
298,0.256,50,True,0.102,0.2134,29083409,0.056,9,0.0301,0.0918,9,0.0024,0.1387,9,0.0656,0.0611,9,0.0351,0.026,9,0.0172,0.023,9,-0.0
299,0.2517,50,True,0.1026,0.1977,29083409,0.1276,9,0.0261,0.1472,9,0.0006,0.1475,9,0.0743,0.0781,9,0.0434,0.0372,9,0.024,0.0184,9,0.0
300,0.1954,50,True,0.0819,0.1606,29083409,0.1169,8,0.0264,0.1365,8,0.0002,0.1435,8,0.0629,0.0678,8,0.0356,0.0356,8,0.0188,0.0211,8,0.0
301,0.2405,50,True,0.1269,0.1995,29083409,0.082,9,0.0252,0.1289,9,0.0007,0.1502,9,0.0682,0.0902,9,0.0387,0.0373,9,0.0207,0.0252,9,0.0
302,0.2652,50,True,0.0947,0.2207,29083409,0.0371,9,0.03,0.0829,9,0.0027,0.0828,9,0.0572,0.024,9,0.0296,0.0029,9,0.0134,0.0209,9,0.0
303,0.2327,50,True,0.1057,0.1897,29083409,0.0683,9,0.027,0.1036,9,0.0015,0.1282,9,0.068,0.0654,9,0.0381,0.0289,9,0.0197,0.0165,9,-0.0
304,0.2666,50,True,0.1166,0.2257,29083409,0.0875,9,0.0341,0.103,9,0.0032,0.1249,9,0.0692,0.0601,9,0.0409,0.0213,9,0.0229,0.0262,9,0.0
305,0.2912,50,True,0.1194,0.2428,29083409,0.063,9,0.0347,0.0811,9,0.0041,0.0984,9,0.0652,0.0422,9,0.0357,0.009,9,0.0178,0.0165,9,-0.0
306,0.2056,50,True,0.0828,0.1637,29083409,0.0892,9,0.0298,0.136,9,0.0005,0.1315,9,0.0688,0.0737,9,0.042,0.0335,9,0.0249,0.0149,9,0.0
307,0.2595,50,True,0.1061,0.2116,29083409,0.0248,9,0.0263,0.0815,9,0.0026,0.1836,9,0.0816,0.0879,9,0.0487,0.042,9,0.0276,0.018,9,0.0
308,0.2187,50,True,0.0835,0.1878,29083409,0.0704,9,0.0316,0.103,9,0.0023,0.1566,9,0.0717,0.08,9,0.0391,0.0314,9,0.0194,0.0263,9,-0.0
309,0.2616,50,True,0.1251,0.2191,29083409,0.0429,9,0.0347,0.0813,9,0.0046,0.1318,9,0.0729,0.0556,9,0.0415,0.0193,9,0.0219,0.0205,8,-0.0
310,0.2327,50,True,0.1323,0.2029,29083409,0.0938,9,0.0267,0.1128,9,0.001,0.1519,9,0.0666,0.0825,9,0.037,0.0255,9,0.0192,0.0148,9,0.0
311,0.2087,50,True,0.0929,0.1742,29083409,0.0787,9,0.0334,0.0945,9,0.0029,0.1159,9,0.0644,0.0434,9,0.032,0.0106,9,0.0138,0.0092,9,0.0
312,0.2231,50,True,0.1141,0.1892,29083409,0.099,9,0.0259,0.1129,9,0.0006,0.1831,9,0.0685,0.1248,9,0.0417,0.0732,9,0.0251,0.021,8,-0.0
313,0.2686,50,True,0.1139,0.2219,29083409,0.0386,9,0.0287,0.0697,9,0.0018,0.0832,9,0.0556,0.0318,9,0.0282,0.0105,9,0.0125,0.0161,9,0.0
314,0.2426,50,True,0.1052,0.2039,29083409,0.1049,9,0.0315,0.1224,9,0.0015,0.2114,9,0.0828,0.1072,9,0.0482,0.0423,9,0.0264,0.0191,9,0.0
315,0.2446,50,True,0.0914,0.1935,29083409,0.0527,9,0.0317,0.0846,9,0.0028,0.1038,9,0.0662,0.0465,9,0.0365,0.0166,9,0.0186,0.016,9,0.0
316,0.2309,50,True,0.1016,0.1903,29083409,0.0107,9,0.032,0.085,9,0.0039,0.0939,9,0.0607,0.0366,9,0.0333,0.0056,9,0.0165,0.0115,9,-0.0
317,0.2313,50,True,0.1154,0.1968,29083409,0.073,9,0.0285,0.0912,9,0.0021,0.1066,9,0.0614,0.0361,9,0.0342,0.0121,9,0.0175,0.0163,9,0.0
318,0.2132,50,True,0.1062,0.1772,29083409,0.1265,9,0.0255,0.1377,9,0.0005,0.1502,9,0.0682,0.0633,9,0.0363,0.0261,9,0.0172,0.0189,8,-0.0
319,0.2579,50,True,0.1109,0.2104,29083409,0.1037,9,0.0256,0.1173,9,0.001,0.1404,9,0.0611,0.0646,9,0.0328,0.0203,9,0.016,0.0117,9,0.0
320,0.2244,50,True,0.1417,0.205,29083409,0.0609,9,0.0267,0.1049,9,0.0025,0.1868,9,0.0756,0.1121,9,0.0505,0.0621,9,0.0337,0.0264,9,0.0
321,0.2479,50,True,0.1438,0.2071,29083409,0.1262,9,0.027,0.144,8,0.0012,0.1813,9,0.0687,0.0883,9,0.0397,0.0528,9,0.0214,0.0273,8,0.0
322,0.2221,50,True,0.1058,0.198,29083409,0.0476,9,0.0287,0.0817,9,0.0013,0.129,9,0.0651,0.0692,9,0.0345,0.0275,9,0.0166,0.0202,8,0.0
323,0.1864,50,True,0.1108,0.1572,29083409,0.0718,10,0.0321,0.1049,10,0.0027,0.1488,9,0.0738,0.0826,9,0.0433,0.038,9,0.0243,0.0174,9,-0.0
324,0.2565,50,True,0.1217,0.2157,29083409,0.0407,9,0.0247,0.0922,9,0.0023,0.0837,9,0.0585,0.0411,9,0.0331,0.0202,9,0.0176,0.0265,9,0.0
325,0.2353,50,True,0.1309,0.1977,29083409,0.0989,9,0.0261,0.1196,9,0.0012,0.1634,9,0.0699,0.1014,9,0.0426,0.0523,9,0.0254,0.0129,9,-0.0
326,0.2464,50,True,0.1027,0.2049,29083409,0.1003,9,0.029,0.121,9,0.0012,0.2097,9,0.0797,0.124,9,0.0478,0.0728,9,0.0277,0.0233,9,0.0
327,0.2608,50,True,0.1122,0.2233,29083409,0.0474,10,0.0351,0.07,10,0.006,0.1466,9,0.073,0.0691,9,0.0411,0.0219,9,0.0213,0.0174,9,0.0
328,0.2197,50,True,0.0983,0.1831,29083409,0.0598,9,0.0362,0.0962,9,0.0075,0.1381,9,0.0738,0.0831,9,0.0498,0.0413,9,0.033,0.0186,9,0.0
329,0.2354,50,True,0.1176,0.1948,29083409,0.0465,10,0.0265,0.0796,10,0.0037,0.1603,9,0.0643,0.0749,9,0.0352,0.0233,9,0.0176,0.015,9,0.0
330,0.2425,50,True,0.093,0.2048,29083409,0.0781,9,0.0315,0.1051,9,0.0024,0.1427,9,0.0684,0.0657,9,0.038,0.0277,9,0.0196,0.0174,9,0.0
331,0.1886,50,True,0.0777,0.1526,29083409,0.0883,9,0.0232,0.1304,9,0.0,0.1569,9,0.0697,0.096,9,0.0422,0.0524,9,0.0249,0.0321,9,0.0
332,0.2391,50,True,0.0947,0.1978,29083409,0.0596,9,0.0328,0.0975,9,0.0024,0.1469,9,0.0644,0.0601,9,0.0341,0.0227,9,0.0162,0.0165,9,0.0
333,0.2769,50,True,0.0944,0.2181,29083409,0.0417,9,0.0334,0.1018,9,0.0045,0.1095,9,0.0671,0.0457,9,0.0381,0.0155,9,0.0201,0.0276,9,0.0
334,0.2315,50,True,0.1004,0.1951,29083409,0.0657,9,0.0259,0.0988,9,0.0008,0.1099,9,0.0591,0.0383,9,0.0308,0.013,9,0.0145,0.0216,9,0.0
335,0.1855,50,True,0.0669,0.1517,29083409,0.1065,9,0.0258,0.1289,9,0.0002,0.1475,9,0.0617,0.0764,9,0.0334,0.0375,9,0.0169,0.0167,9,-0.0
336,0.2277,50,True,0.1114,0.1919,29083409,0.0871,9,0.0287,0.1058,9,0.0011,0.1512,9,0.0649,0.0732,9,0.0363,0.0362,9,0.019,0.0151,9,-0.0
337,0.2187,50,True,0.0986,0.1765,29083409,0.1109,9,0.0294,0.1288,9,0.0006,0.1244,9,0.066,0.0656,9,0.038,0.0289,9,0.0206,0.0131,9,-0.0
338,0.2162,50,True,0.1148,0.1852,29083409,0.0841,8,0.0248,0.1067,8,0.0003,0.1741,9,0.0695,0.0853,9,0.0412,0.0432,9,0.0238,0.0115,8,0.0
339,0.2141,50,True,0.1003,0.182,29083409,0.1032,9,0.0315,0.1238,9,0.0014,0.1689,9,0.0739,0.083,9,0.0422,0.0335,9,0.0229,0.0208,9,-0.0
340,0.2002,50,True,0.0948,0.1688,29083409,0.1355,9,0.028,0.1586,9,0.0005,0.1559,9,0.0672,0.0829,9,0.0396,0.0397,9,0.0226,0.0155,9,0.0
341,0.1867,50,True,0.0909,0.1496,29083409,0.0701,9,0.0269,0.11,9,0.0004,0.1325,9,0.0572,0.0473,9,0.0295,0.0167,9,0.0136,0.0225,9,-0.0
342,0.2312,50,True,0.1394,0.2007,29083409,0.0978,9,0.0248,0.1118,9,0.0007,0.1367,9,0.0604,0.0544,9,0.0323,0.0197,9,0.0159,0.0168,9,0.0
343,0.1981,50,True,0.1037,0.1645,29083409,0.1189,9,0.0247,0.1406,9,0.0002,0.181,9,0.0721,0.1028,9,0.0435,0.0413,9,0.0253,0.019,8,0.0
346,0.2175,50,True,0.1115,0.188,29083409,0.1229,9,0.0243,0.141,9,0.0005,0.1209,9,0.0593,0.0509,9,0.0313,0.023,9,0.0149,0.0198,9,0.0
347,0.2222,50,True,0.0867,0.1823,29083409,0.0341,9,0.0273,0.0763,9,0.0021,0.1676,9,0.075,0.0877,9,0.0448,0.038,9,0.0255,0.0258,9,0.0
348,0.1965,50,True,0.091,0.17,29083409,0.0666,9,0.0311,0.0946,9,0.0016,0.1344,9,0.0688,0.0646,9,0.0375,0.0164,9,0.0185,0.0141,9,0.0
349,0.2052,50,True,0.1054,0.1792,29083409,0.092,9,0.0313,0.1053,9,0.002,0.1483,9,0.0717,0.0874,9,0.041,0.0447,9,0.0224,0.0151,9,0.0
350,0.2051,50,True,0.1066,0.1712,29083409,0.066,9,0.0278,0.0755,9,0.0014,0.1404,9,0.0717,0.0914,9,0.0432,0.0473,9,0.0256,0.0111,9,0.0
351,0.2361,50,True,0.0966,0.1997,29083409,0.0424,9,0.0251,0.0749,9,0.0018,0.1453,9,0.0643,0.0759,9,0.0385,0.031,9,0.0223,0.0191,9,-0.0
352,0.2546,50,True,0.1388,0.2142,29083409,0.097,9,0.0312,0.1147,9,0.0015,0.1732,9,0.0735,0.1017,9,0.0439,0.0442,9,0.0253,0.019,9,0.0
353,0.2011,50,True,0.1171,0.1671,29083409,0.1136,9,0.0262,0.124,9,0.0006,0.1364,9,0.0649,0.0685,9,0.038,0.0348,9,0.0215,0.0168,9,0.0
354,0.2109,50,True,0.1064,0.1858,29083409,0.0728,9,0.0302,0.083,9,0.0029,0.0746,9,0.0535,0.0137,9,0.0267,0.0004,9,0.0113,0.0111,9,-0.0
355,0.2913,50,True,0.1333,0.2417,29083409,0.039,9,0.0279,0.0707,9,0.0035,0.0808,9,0.0567,0.0276,9,0.0307,0.0066,9,0.0153,0.0191,9,-0.0
356,0.2304,50,True,0.1212,0.1954,29083409,0.0625,8,0.0262,0.1069,8,0.0018,0.1222,9,0.0648,0.0533,9,0.0385,0.0248,9,0.0217,0.0213,8,-0.0
357,0.2228,50,True,0.1206,0.1957,29083409,0.0658,9,0.029,0.0729,9,0.0025,0.1295,9,0.0683,0.0618,9,0.0385,0.0255,9,0.0203,0.0112,9,0.0
358,0.2553,50,True,0.1452,0.2183,29083409,0.0381,9,0.0305,0.0705,9,0.0035,0.1525,9,0.0695,0.0807,9,0.0433,0.0352,9,0.026,0.0161,9,0.0
359,0.2501,50,True,0.0835,0.2057,29083409,0.0915,9,0.0309,0.109,9,0.0019,0.1451,9,0.0628,0.0558,9,0.033,0.0144,9,0.0156,0.0179,9,0.0
360,0.2276,50,True,0.107,0.1836,29083409,0.0732,9,0.0322,0.1177,9,0.0017,0.1487,9,0.0692,0.0751,9,0.0425,0.0264,9,0.0253,0.026,9,0.0
361,0.2476,50,True,0.107,0.2101,29083409,0.0519,9,0.0301,0.0935,9,0.0034,0.1425,9,0.0648,0.0676,9,0.0361,0.0222,9,0.0184,0.0152,9,0.0
362,0.2489,50,True,0.1314,0.2137,29083409,0.0686,9,0.0265,0.088,9,0.0017,0.1278,9,0.062,0.0507,9,0.033,0.0145,9,0.0159,0.0126,9,-0.0
363,0.2166,50,True,0.0747,0.1721,29083409,0.0976,9,0.029,0.1167,9,0.0011,0.1238,9,0.0649,0.0437,9,0.0318,0.0083,9,0.0133,0.0205,9,0.0
364,0.2145,50,True,0.0824,0.1846,29083409,0.0741,9,0.0323,0.1035,9,0.0024,0.0839,9,0.0603,0.0188,9,0.0286,0.0005,9,0.0111,0.0162,9,0.0
365,0.2631,50,True,0.0943,0.2089,29083409,0.089,9,0.0296,0.1019,9,0.0018,0.1431,9,0.0631,0.0634,9,0.0337,0.0207,9,0.0165,0.0193,9,0.0
366,0.2109,50,True,0.0984,0.1655,29083409,0.0974,9,0.0277,0.1478,9,0.0011,0.1332,9,0.0635,0.0674,9,0.0361,0.0239,9,0.0192,0.0294,9,0.0
367,0.2058,50,True,0.0991,0.1746,29083409,0.056,9,0.0298,0.098,9,0.003,0.156,9,0.0803,0.0864,9,0.0485,0.0499,9,0.0281,0.0158,9,0.0
368,0.2712,50,True,0.1152,0.2307,29083409,0.088,9,0.0327,0.1013,9,0.0026,0.149,9,0.0691,0.0803,9,0.0374,0.0138,9,0.0183,0.0156,9,0.0
369,0.2497,50,True,0.0941,0.2029,29083409,0.0124,9,0.0234,0.0767,9,0.0012,0.0836,9,0.0616,0.0299,9,0.0316,0.0034,9,0.0141,0.0152,9,0.0
370,0.266,50,True,0.1184,0.2252,29083409,0.0444,9,0.0333,0.0795,9,0.0059,0.1031,9,0.0632,0.0489,9,0.0355,0.0209,9,0.0187,0.0217,9,0.0
371,0.2313,50,True,0.1208,0.2044,29028833,0.023,10,0.0326,0.0252,10,0.0175,0.0284,8,0.0392,0.0035,7,0.006,0.0017,7,0.0003,0.027,10,-0.0
372,0.2594,50,True,0.1349,0.2211,29083409,0.078,9,0.0284,0.0985,9,0.0017,0.1557,9,0.0783,0.0777,9,0.0471,0.0468,9,0.0273,0.0134,9,-0.0
373,0.3167,50,True,0.1377,0.2708,29083409,0.0255,9,0.031,0.0612,9,0.0062,0.1402,9,0.0668,0.0718,9,0.0363,0.0256,9,0.0182,0.0244,8,0.0
374,0.2391,50,True,0.1002,0.2004,29083409,0.047,10,0.0299,0.0828,9,0.0036,0.1582,9,0.0783,0.0866,9,0.047,0.0367,9,0.027,0.0148,9,0.0
375,0.2555,50,True,0.1302,0.2161,29083409,0.0352,10,0.0319,0.0693,10,0.0048,0.0957,9,0.0647,0.0444,9,0.0373,0.0156,9,0.0205,0.0145,9,0.0
376,0.2237,50,True,0.062,0.1791,29083409,0.031,10,0.0316,0.0942,10,0.0024,0.137,9,0.0744,0.0591,9,0.0399,0.017,9,0.019,0.0207,9,0.0
377,0.231,50,True,0.0985,0.1965,29083409,0.078,9,0.0307,0.0872,9,0.0022,0.142,9,0.0697,0.0703,9,0.0394,0.0329,9,0.0208,0.0145,9,0.0
378,0.2435,50,True,0.0946,0.1996,29083409,0.0769,9,0.0319,0.103,9,0.0026,0.1176,9,0.0693,0.0625,9,0.0394,0.023,9,0.021,0.0152,9,0.0
379,0.2239,50,True,0.1048,0.1914,29083409,0.0613,9,0.0264,0.109,9,0.0017,0.1877,9,0.0772,0.1074,9,0.0458,0.0665,9,0.026,0.0211,9,0.0
380,0.2215,50,True,0.0959,0.1741,29083409,0.0335,9,0.0299,0.0644,9,0.0033,0.0971,9,0.0631,0.0265,9,0.0335,0.0054,9,0.016,0.0218,9,0.0
381,0.2462,50,True,0.1114,0.2076,29083409,0.0196,9,0.025,0.0535,9,0.0037,0.1279,9,0.064,0.0615,9,0.0367,0.0227,9,0.0199,0.009,8,0.0
382,0.2153,50,True,0.1235,0.1839,29083409,0.0478,9,0.0295,0.0744,9,0.0021,0.118,9,0.0638,0.0379,9,0.0365,0.0183,9,0.0196,0.0115,9,0.0
383,0.2401,50,True,0.1401,0.2139,29083409,0.0901,9,0.0271,0.108,9,0.0014,0.1374,9,0.062,0.0661,9,0.0346,0.0252,9,0.0182,0.013,9,0.0
384,0.205,50,True,0.0903,0.1786,29083409,0.0796,9,0.0271,0.1045,9,0.0013,0.1153,9,0.0581,0.0491,9,0.0324,0.0116,9,0.0169,0.0217,9,0.0
385,0.225,50,True,0.0997,0.1898,29083409,0.0869,9,0.032,0.116,9,0.002,0.1486,9,0.0702,0.0708,9,0.0402,0.0268,9,0.0218,0.0175,9,-0.0
386,0.1811,50,True,0.0714,0.1493,29083409,0.1235,9,0.0311,0.1273,9,0.0006,0.2023,9,0.0753,0.0991,9,0.0437,0.0324,9,0.0239,0.023,9,0.0
387,0.2488,50,True,0.1073,0.1993,29083409,0.0747,9,0.0259,0.1059,9,0.002,0.124,9,0.0626,0.0545,9,0.0338,0.0175,9,0.0167,0.0147,9,0.0
388,0.1976,50,True,0.0893,0.1679,29083409,0.0984,9,0.0244,0.1194,9,0.0005,0.1605,9,0.071,0.0972,9,0.0426,0.0547,9,0.0247,0.0183,9,0.0
389,0.2776,50,True,0.131,0.2394,29083409,0.0686,9,0.0349,0.083,9,0.004,0.1748,9,0.0772,0.0814,9,0.0466,0.0361,9,0.0272,0.0193,9,-0.0
390,0.2003,50,True,0.0881,0.1607,29083409,0.1268,9,0.0284,0.1438,9,0.0006,0.1523,9,0.0672,0.1011,9,0.0394,0.0419,9,0.0222,0.0169,8,-0.0
391,0.2438,50,True,0.0999,0.2019,29083409,0.0789,9,0.0315,0.1034,9,0.0021,0.1479,9,0.0757,0.0806,9,0.0459,0.0366,9,0.0269,0.0214,9,-0.0
392,0.2352,50,True,0.0955,0.1868,29083409,0.1089,9,0.026,0.1305,9,0.0005,0.18,9,0.0671,0.0797,9,0.0392,0.0425,9,0.022,0.0193,9,-0.0
393,0.218,50,True,0.1029,0.1746,29083409,0.1035,9,0.0254,0.1281,9,0.0006,0.1977,9,0.0768,0.1015,9,0.0475,0.0547,9,0.0286,0.0165,9,0.0
394,0.2523,50,True,0.0888,0.205,29083409,0.0591,9,0.0247,0.1012,9,0.0014,0.1249,9,0.0664,0.0622,9,0.0369,0.0183,9,0.0189,0.0207,9,-0.0
395,0.2232,50,True,0.0898,0.1807,29083409,0.0929,10,0.0301,0.1449,9,0.0023,0.1163,9,0.0676,0.0585,9,0.0385,0.0211,9,0.0208,0.0261,9,0.0
396,0.2171,50,True,0.0876,0.1799,29083409,0.0773,9,0.0276,0.0876,9,0.0016,0.1315,9,0.0675,0.0555,9,0.0369,0.02,9,0.0184,0.0255,9,0.0
397,0.2088,50,True,0.0738,0.1713,29083409,0.0848,9,0.0276,0.1063,9,0.002,0.1179,9,0.0665,0.0515,9,0.041,0.0218,9,0.0244,0.0163,9,0.0
398,0.2661,50,True,0.1123,0.2237,29083409,0.0146,10,0.0316,0.0773,10,0.005,0.1197,9,0.0655,0.0581,9,0.0405,0.0287,9,0.0244,0.02,9,0.0
399,0.2455,50,True,0.1162,0.2057,29083409,0.1041,9,0.0311,0.1217,9,0.0017,0.141,9,0.059,0.0607,9,0.0303,0.0143,9,0.0139,0.0154,9,0.0
400,0.2373,50,True,0.081,0.1886,29083409,0.0808,9,0.0279,0.1321,9,0.0014,0.1162,9,0.0686,0.0508,9,0.0403,0.0203,9,0.0224,0.0264,9,-0.0
401,0.2407,50,True,0.1346,0.2064,29083409,0.0108,9,0.035,0.0652,9,0.0065,0.1002,9,0.0677,0.0439,9,0.0374,0.0103,9,0.0187,0.0087,9,0.0
402,0.2677,50,True,0.1164,0.2251,29083409,0.039,10,0.0271,0.0665,10,0.0038,0.1036,9,0.0627,0.0536,9,0.0374,0.0196,9,0.0215,0.0144,9,0.0
403,0.2837,50,True,0.1147,0.2356,29083409,0.0608,9,0.031,0.0938,9,0.0024,0.0956,9,0.0604,0.0318,9,0.0313,0.0074,9,0.0144,0.0277,8,0.0
